constructorStandingsId,raceId,constructorId,points,position,positionText,wins,raceId2
24086,518,27,46.0,2,2,3,320
24085,518,32,37.0,3,3,0,320
24084,518,1,8.0,6,6,0,320
24083,518,56,1.0,9,9,0,320
24082,518,58,0.0,10,10,0,320
24081,518,21,3.0,7,7,0,320
24080,518,3,10.0,5,5,0,320
24078,518,6,54.0,1,1,4,320
24077,518,59,0.0,12,12,0,320
24075,518,4,0.0,13,13,0,320
24074,518,204,1.0,8,8,0,320
24079,518,57,0.0,14,14,0,320
24076,518,25,15.0,4,4,0,320
24107,519,61,0.0,17,17,0,321
24106,519,51,0.0,15,15,0,321
24105,519,60,0.0,16,16,0,321
24104,519,54,0.0,13,13,0,321
24103,519,27,46.0,2,2,3,321
24102,519,32,37.0,3,3,0,321
24101,519,1,8.0,7,7,0,321
24100,519,56,1.0,10,10,0,321
24099,519,58,0.0,11,11,0,321
24098,519,21,3.0,8,8,0,321
24096,519,57,0.0,14,14,0,321
24095,519,6,60.0,1,1,4,321
24093,519,25,17.0,4,4,0,321
24091,519,204,1.0,9,9,0,321
24097,519,3,14.0,5,5,0,321
24094,519,59,0.0,12,12,0,321
24092,519,4,13.0,6,6,1,321
24124,520,61,0.0,17,17,0,322
24123,520,51,0.0,15,15,0,322
24122,520,60,0.0,16,16,0,322
24121,520,54,0.0,13,13,0,322
24120,520,27,47.0,2,2,3,322
24119,520,32,37.0,3,3,0,322
24118,520,1,11.0,7,7,0,322
24116,520,58,0.0,11,11,0,322
24115,520,21,3.0,8,8,0,322
24113,520,57,0.0,14,14,0,322
24112,520,6,62.0,1,1,4,322
24110,520,25,21.0,5,5,0,322
24108,520,204,1.0,9,9,0,322
24114,520,3,23.0,4,4,1,322
24117,520,56,1.0,10,10,0,322
24111,520,59,0.0,12,12,0,322
24109,520,4,19.0,6,6,1,322
24131,521,3,38.0,3,3,2,323
24133,521,58,0.0,11,11,0,323
24141,521,61,0.0,17,17,0,323
24140,521,51,0.0,15,15,0,323
24139,521,60,0.0,16,16,0,323
24138,521,54,0.0,13,13,0,323
24137,521,27,51.0,2,2,3,323
24136,521,32,37.0,4,4,0,323
24135,521,1,13.0,7,7,0,323
24134,521,56,1.0,10,10,0,323
24132,521,21,4.0,8,8,0,323
24130,521,57,0.0,14,14,0,323
24129,521,6,65.0,1,1,4,323
24128,521,59,0.0,12,12,0,323
24127,521,25,21.0,5,5,0,323
24125,521,204,1.0,9,9,0,323
24126,521,4,19.0,6,6,1,323
24158,522,51,0.0,15,15,0,324
24157,522,61,0.0,17,17,0,324
24156,522,54,0.0,13,13,0,324
24155,522,60,0.0,16,16,0,324
24154,522,204,1.0,9,9,0,324
24153,522,4,20.0,6,6,1,324
24152,522,25,21.0,5,5,0,324
24151,522,59,0.0,12,12,0,324
24150,522,6,74.0,1,1,4,324
24149,522,57,0.0,14,14,0,324
24148,522,3,49.0,3,3,3,324
24147,522,21,4.0,8,8,0,324
24146,522,58,0.0,11,11,0,324
24145,522,56,1.0,10,10,0,324
24144,522,1,13.0,7,7,0,324
24143,522,32,37.0,4,4,0,324
24142,522,27,55.0,2,2,3,324
24175,523,51,0.0,15,15,0,325
24174,523,61,0.0,17,17,0,325
24173,523,54,0.0,13,13,0,325
24172,523,60,0.0,16,16,0,325
24171,523,204,4.0,9,9,0,325
24170,523,4,20.0,6,6,1,325
24169,523,25,21.0,5,5,0,325
24168,523,59,0.0,12,12,0,325
24167,523,6,80.0,1,1,4,325
24165,523,3,58.0,3,3,4,325
24164,523,21,5.0,8,8,0,325
24162,523,56,1.0,10,10,0,325
24160,523,32,37.0,4,4,0,325
24166,523,57,0.0,14,14,0,325
24163,523,58,0.0,11,11,0,325
24161,523,1,13.0,7,7,0,325
24159,523,27,61.0,2,2,3,325
24193,524,62,0.0,18,18,0,326
24192,524,51,0.0,15,15,0,326
24191,524,61,0.0,17,17,0,326
24190,524,54,0.0,13,13,0,326
24189,524,60,0.0,16,16,0,326
24188,524,204,7.0,8,8,0,326
24187,524,4,20.0,6,6,1,326
24186,524,25,22.0,5,5,0,326
24185,524,59,0.0,12,12,0,326
24184,524,6,95.0,1,1,5,326
24183,524,57,0.0,14,14,0,326
24182,524,3,62.0,2,2,4,326
24180,524,58,0.0,11,11,0,326
24178,524,1,13.0,7,7,0,326
24181,524,21,5.0,9,9,0,326
24179,524,56,1.0,10,10,0,326
24177,524,32,39.0,4,4,0,326
24176,524,27,61.0,3,3,3,326
24212,525,182,0.0,12,12,0,327
24211,525,62,0.0,17,17,0,327
24210,525,51,0.0,16,16,0,327
24209,525,61,0.0,19,19,0,327
24208,525,54,0.0,14,14,0,327
24207,525,60,0.0,18,18,0,327
24206,525,204,7.0,8,8,0,327
24205,525,4,20.0,6,6,1,327
24204,525,25,24.0,5,5,0,327
24203,525,59,0.0,13,13,0,327
24202,525,6,104.0,1,1,5,327
24201,525,57,0.0,15,15,0,327
24200,525,3,75.0,2,2,5,327
24199,525,21,5.0,9,9,0,327
24197,525,56,1.0,10,10,0,327
24198,525,58,0.0,11,11,0,327
24196,525,1,14.0,7,7,0,327
24195,525,32,39.0,4,4,0,327
24194,525,27,61.0,3,3,3,327
24231,526,182,0.0,13,13,0,328
24230,526,62,0.0,17,17,0,328
24229,526,51,0.0,16,16,0,328
24228,526,61,0.0,19,19,0,328
24227,526,54,2.0,11,11,0,328
24226,526,60,0.0,18,18,0,328
24225,526,204,7.0,8,8,0,328
24224,526,4,26.0,6,6,1,328
24223,526,25,28.0,5,5,0,328
24222,526,59,0.0,14,14,0,328
24221,526,6,113.0,1,1,6,328
24220,526,57,0.0,15,15,0,328
24219,526,3,75.0,2,2,5,328
24217,526,58,3.0,10,10,0,328
24215,526,1,15.0,7,7,0,328
24218,526,21,5.0,9,9,0,328
24216,526,56,1.0,12,12,0,328
24214,526,32,39.0,4,4,0,328
24213,526,27,61.0,3,3,3,328
23446,527,64,0.0,16,16,0,298
23445,527,55,0.0,15,15,0,298
23444,527,60,0.0,14,14,0,298
23443,527,57,0.0,13,13,0,298
23442,527,32,9.0,1,1,1,298
23441,527,34,6.0,2,2,0,298
23440,527,25,4.0,3,3,0,298
23439,527,1,3.0,4,4,0,298
23438,527,6,0.0,5,5,0,298
23437,527,56,0.0,6,6,0,298
23436,527,59,0.0,7,7,0,298
23435,527,54,0.0,8,8,0,298
23434,527,58,0.0,9,9,0,298
23433,527,27,0.0,10,10,0,298
23432,527,63,0.0,11,11,0,298
23431,527,3,0.0,12,12,0,298
23463,528,64,0.0,17,17,0,299
23462,528,55,0.0,16,16,0,299
23461,528,60,0.0,15,15,0,299
23460,528,57,0.0,14,14,0,299
23459,528,21,0.0,11,11,0,299
23458,528,32,12.0,1,1,1,299
23457,528,34,10.0,2,2,0,299
23456,528,25,5.0,5,5,0,299
23455,528,1,3.0,6,6,0,299
23454,528,6,9.0,3,3,1,299
23453,528,56,6.0,4,4,0,299
23452,528,59,0.0,10,10,0,299
23451,528,54,0.0,8,8,0,299
23450,528,58,2.0,7,7,0,299
23449,528,27,0.0,9,9,0,299
23448,528,63,0.0,13,13,0,299
23447,528,3,0.0,12,12,0,299
23501,530,65,0.0,19,19,0,301
23500,530,64,0.0,18,18,0,301
23499,530,57,0.0,15,15,0,301
23498,530,60,0.0,16,16,0,301
23497,530,4,0.0,14,14,0,301
23496,530,55,0.0,17,17,0,301
23495,530,21,1.0,10,10,0,301
23494,530,32,27.0,1,1,2,301
23493,530,34,14.0,4,4,0,301
23492,530,25,15.0,3,3,0,301
23491,530,1,3.0,7,7,0,301
23490,530,6,18.0,2,2,2,301
23489,530,56,6.0,5,5,0,301
23488,530,59,0.0,12,12,0,301
23487,530,54,0.0,11,11,0,301
23486,530,58,2.0,9,9,0,301
23485,530,27,4.0,6,6,0,301
23484,530,63,0.0,13,13,0,301
23483,530,3,3.0,8,8,0,301
23482,529,65,0.0,19,19,0,300
23481,529,64,0.0,18,18,0,300
23480,529,57,0.0,14,14,0,300
23479,529,60,0.0,15,15,0,300
23478,529,4,0.0,16,16,0,300
23477,529,55,0.0,17,17,0,300
23476,529,21,0.0,11,11,0,300
23475,529,32,21.0,1,1,2,300
23474,529,34,14.0,2,2,0,300
23473,529,25,11.0,3,3,0,300
23472,529,1,3.0,6,6,0,300
23471,529,6,9.0,4,4,1,300
23470,529,56,6.0,5,5,0,300
23469,529,59,0.0,12,12,0,300
23468,529,54,0.0,10,10,0,300
23467,529,58,2.0,9,9,0,300
23466,529,27,2.0,8,8,0,300
23465,529,63,0.0,13,13,0,300
23464,529,3,3.0,7,7,0,300
23520,531,65,0.0,19,19,0,302
23519,531,64,0.0,18,18,0,302
23518,531,57,0.0,15,15,0,302
23517,531,60,0.0,16,16,0,302
23516,531,4,0.0,13,13,0,302
23515,531,55,0.0,17,17,0,302
23514,531,21,2.0,11,11,0,302
23513,531,32,27.0,1,1,2,302
23512,531,34,20.0,3,3,0,302
23511,531,25,24.0,2,2,1,302
23510,531,1,3.0,8,8,0,302
23509,531,6,18.0,4,4,2,302
23508,531,56,6.0,5,5,0,302
23507,531,59,4.0,6,6,0,302
23506,531,54,0.0,12,12,0,302
23505,531,58,2.0,10,10,0,302
23504,531,27,4.0,7,7,0,302
23503,531,63,0.0,14,14,0,302
23502,531,3,3.0,9,9,0,302
23539,532,64,0.0,19,19,0,303
23538,532,65,0.0,13,13,0,303
23537,532,57,0.0,16,16,0,303
23536,532,60,0.0,17,17,0,303
23535,532,4,0.0,14,14,0,303
23534,532,55,0.0,18,18,0,303
23533,532,21,2.0,11,11,0,303
23532,532,32,36.0,1,1,3,303
23531,532,34,20.0,4,4,0,303
23530,532,25,25.0,2,2,1,303
23529,532,1,3.0,8,8,0,303
23528,532,6,22.0,3,3,2,303
23527,532,56,6.0,5,5,0,303
23526,532,59,4.0,7,7,0,303
23525,532,54,0.0,12,12,0,303
23524,532,58,2.0,10,10,0,303
23523,532,27,6.0,6,6,0,303
23522,532,63,0.0,15,15,0,303
23521,532,3,3.0,9,9,0,303
23558,533,64,0.0,19,19,0,304
23557,533,65,0.0,14,14,0,304
23556,533,57,0.0,16,16,0,304
23555,533,60,0.0,17,17,0,304
23554,533,4,0.0,15,15,0,304
23553,533,55,0.0,18,18,0,304
23552,533,21,2.0,11,11,0,304
23551,533,32,45.0,1,1,4,304
23550,533,34,22.0,4,4,0,304
23549,533,25,25.0,2,2,1,304
23548,533,1,4.0,8,8,0,304
23547,533,6,22.0,3,3,2,304
23546,533,56,6.0,7,7,0,304
23545,533,59,7.0,6,6,0,304
23544,533,54,0.0,12,12,0,304
23543,533,58,2.0,10,10,0,304
23542,533,27,10.0,5,5,0,304
23541,533,63,0.0,13,13,0,304
23540,533,3,3.0,9,9,0,304
23577,534,64,0.0,19,19,0,305
23576,534,65,0.0,14,14,0,305
23575,534,57,0.0,16,16,0,305
23574,534,60,0.0,17,17,0,305
23573,534,4,0.0,15,15,0,305
23572,534,55,0.0,18,18,0,305
23571,534,21,8.0,6,6,0,305
23570,534,32,49.0,1,1,4,305
23569,534,34,31.0,2,2,1,305
23568,534,25,25.0,3,3,1,305
23567,534,1,7.0,9,9,0,305
23566,534,6,22.0,4,4,2,305
23565,534,56,7.0,7,7,0,305
23564,534,59,7.0,8,8,0,305
23563,534,54,0.0,12,12,0,305
23562,534,58,4.0,10,10,0,305
23561,534,27,10.0,5,5,0,305
23560,534,63,0.0,13,13,0,305
23559,534,3,3.0,11,11,0,305
23596,535,64,0.0,19,19,0,306
23595,535,65,0.0,14,14,0,306
23594,535,57,0.0,16,16,0,306
23593,535,60,0.0,17,17,0,306
23592,535,4,0.0,15,15,0,306
23591,535,55,0.0,18,18,0,306
23590,535,21,8.0,7,7,0,306
23589,535,32,58.0,1,1,5,306
23588,535,34,34.0,2,2,1,306
23587,535,25,25.0,3,3,1,306
23586,535,1,11.0,5,5,0,306
23585,535,6,22.0,4,4,2,306
23584,535,56,7.0,9,9,0,306
23583,535,59,8.0,8,8,0,306
23582,535,54,0.0,12,12,0,306
23581,535,58,4.0,11,11,0,306
23580,535,27,10.0,6,6,0,306
23579,535,63,0.0,13,13,0,306
23578,535,3,5.0,10,10,0,306
23615,536,64,0.0,19,19,0,307
23614,536,65,0.0,14,14,0,307
23613,536,57,0.0,16,16,0,307
23612,536,60,0.0,17,17,0,307
23611,536,4,0.0,15,15,0,307
23610,536,55,0.0,18,18,0,307
23609,536,21,8.0,7,7,0,307
23608,536,32,58.0,1,1,5,307
23607,536,34,40.0,2,2,1,307
23606,536,25,28.0,4,4,1,307
23605,536,1,12.0,5,5,0,307
23604,536,6,31.0,3,3,3,307
23603,536,56,7.0,9,9,0,307
23602,536,59,8.0,8,8,0,307
23601,536,54,0.0,12,12,0,307
23600,536,58,6.0,10,10,0,307
23599,536,27,10.0,6,6,0,307
23598,536,63,0.0,13,13,0,307
23597,536,3,5.0,11,11,0,307
23634,537,64,0.0,19,19,0,308
23633,537,65,0.0,14,14,0,308
23632,537,57,0.0,16,16,0,308
23631,537,60,0.0,17,17,0,308
23630,537,4,0.0,15,15,0,308
23629,537,55,0.0,18,18,0,308
23628,537,21,8.0,9,9,0,308
23627,537,32,67.0,1,1,6,308
23626,537,34,40.0,2,2,1,308
23625,537,25,30.0,4,4,1,308
23624,537,1,12.0,7,7,0,308
23623,537,6,31.0,3,3,3,308
23622,537,56,10.0,8,8,0,308
23621,537,59,14.0,5,5,0,308
23620,537,54,0.0,12,12,0,308
23619,537,58,6.0,10,10,0,308
23618,537,27,14.0,6,6,0,308
23617,537,63,0.0,13,13,0,308
23616,537,3,5.0,11,11,0,308
23672,539,64,0.0,19,19,0,310
23671,539,65,0.0,14,14,0,310
23670,539,57,0.0,16,16,0,310
23669,539,60,0.0,17,17,0,310
23668,539,4,0.0,15,15,0,310
23667,539,55,0.0,18,18,0,310
23666,539,21,8.0,9,9,0,310
23665,539,32,85.0,1,1,8,310
23664,539,34,44.0,2,2,1,310
23663,539,25,36.0,4,4,1,310
23662,539,1,12.0,8,8,0,310
23661,539,6,36.0,3,3,3,310
23660,539,56,15.0,6,6,0,310
23659,539,59,14.0,7,7,0,310
23658,539,54,0.0,13,13,0,310
23657,539,58,6.0,10,10,0,310
23656,539,27,16.0,5,5,0,310
23655,539,63,1.0,12,12,0,310
23654,539,3,5.0,11,11,0,310
23653,538,64,0.0,19,19,0,309
23652,538,65,0.0,14,14,0,309
23651,538,57,0.0,16,16,0,309
23650,538,60,0.0,17,17,0,309
23649,538,4,0.0,15,15,0,309
23648,538,55,0.0,18,18,0,309
23647,538,21,8.0,9,9,0,309
23646,538,32,76.0,1,1,7,309
23645,538,34,40.0,2,2,1,309
23644,538,25,36.0,3,3,1,309
23643,538,1,12.0,8,8,0,309
23642,538,6,35.0,4,4,3,309
23641,538,56,13.0,7,7,0,309
23640,538,59,14.0,6,6,0,309
23639,538,54,0.0,13,13,0,309
23638,538,58,6.0,10,10,0,309
23637,538,27,16.0,5,5,0,309
23636,538,63,1.0,12,12,0,309
23635,538,3,5.0,11,11,0,309
23691,540,64,0.0,19,19,0,311
23690,540,65,0.0,14,14,0,311
23689,540,57,0.0,15,15,0,311
23688,540,60,0.0,17,17,0,311
23687,540,4,0.0,16,16,0,311
23686,540,55,0.0,18,18,0,311
23685,540,21,8.0,9,9,0,311
23684,540,32,86.0,1,1,8,311
23683,540,34,53.0,2,2,2,311
23682,540,25,36.0,4,4,1,311
23681,540,1,14.0,8,8,0,311
23680,540,6,40.0,3,3,3,311
23679,540,56,15.0,6,6,0,311
23678,540,59,14.0,7,7,0,311
23677,540,54,0.0,13,13,0,311
23676,540,58,6.0,10,10,0,311
23675,540,27,19.0,5,5,0,311
23674,540,63,1.0,12,12,0,311
23673,540,3,5.0,11,11,0,311
23710,541,64,0.0,19,19,0,312
23709,541,65,0.0,16,16,0,312
23708,541,57,0.0,15,15,0,312
23707,541,60,0.0,17,17,0,312
23706,541,4,3.0,12,12,0,312
23705,541,55,0.0,18,18,0,312
23704,541,21,8.0,10,10,0,312
23703,541,32,86.0,1,1,8,312
23702,541,34,53.0,2,2,2,312
23701,541,25,36.0,4,4,1,312
23700,541,1,15.0,8,8,0,312
23699,541,6,49.0,3,3,4,312
23698,541,56,17.0,7,7,0,312
23697,541,59,18.0,6,6,0,312
23696,541,54,0.0,14,14,0,312
23695,541,58,6.0,11,11,0,312
23694,541,27,19.0,5,5,0,312
23693,541,63,1.0,13,13,0,312
23692,541,3,11.0,9,9,0,312
23729,542,64,0.0,19,19,0,313
23728,542,65,0.0,16,16,0,313
23727,542,57,1.0,14,14,0,313
23726,542,60,0.0,17,17,0,313
23725,542,4,3.0,12,12,0,313
23724,542,55,0.0,18,18,0,313
23723,542,21,11.0,10,10,0,313
23722,542,32,86.0,1,1,8,313
23721,542,34,53.0,3,3,2,313
23720,542,25,38.0,4,4,1,313
23719,542,1,15.0,8,8,0,313
23718,542,6,58.0,2,2,5,313
23717,542,56,17.0,7,7,0,313
23716,542,59,24.0,5,5,0,313
23715,542,54,0.0,15,15,0,313
23714,542,58,6.0,11,11,0,313
23713,542,27,19.0,6,6,0,313
23712,542,63,1.0,13,13,0,313
23711,542,3,11.0,9,9,0,313
23157,543,1,0.0,12,12,0,281
23156,543,25,0.0,11,11,0,281
23155,543,27,0.0,10,10,0,281
23154,543,59,9.0,1,1,1,281
23153,543,34,6.0,2,2,0,281
23152,543,6,4.0,3,3,0,281
23151,543,56,3.0,4,4,0,281
23150,543,32,2.0,5,5,0,281
23149,543,57,1.0,6,6,0,281
23148,543,63,0.0,7,7,0,281
23147,543,37,0.0,8,8,0,281
23146,543,58,0.0,9,9,0,281
23170,544,66,0.0,13,13,0,282
23169,544,1,6.0,4,4,0,282
23168,544,27,0.0,11,11,0,282
23167,544,25,0.0,12,12,0,282
23166,544,59,9.0,2,2,1,282
23165,544,34,6.0,3,3,0,282
23164,544,6,13.0,1,1,1,282
23163,544,56,6.0,5,5,0,282
23162,544,32,4.0,6,6,0,282
23161,544,57,1.0,8,8,0,282
23160,544,63,0.0,9,9,0,282
23159,544,37,0.0,10,10,0,282
23158,544,58,1.0,7,7,0,282
23183,545,66,0.0,12,12,0,283
23182,545,1,9.0,3,3,0,283
23181,545,27,0.0,13,13,0,283
23180,545,25,4.0,6,6,0,283
23179,545,59,15.0,2,2,1,283
23178,545,34,7.0,4,4,0,283
23177,545,6,22.0,1,1,2,283
23176,545,56,6.0,5,5,0,283
23175,545,32,4.0,7,7,0,283
23174,545,57,1.0,8,8,0,283
23173,545,63,0.0,10,10,0,283
23172,545,37,0.0,11,11,0,283
23171,545,58,1.0,9,9,0,283
23197,546,66,0.0,14,14,0,284
23196,546,67,1.0,10,10,0,284
23195,546,1,9.0,4,4,0,284
23194,546,27,0.0,12,12,0,284
23193,546,25,7.0,7,7,0,284
23192,546,59,19.0,2,2,1,284
23191,546,34,7.0,6,6,0,284
23190,546,6,28.0,1,1,2,284
23189,546,56,8.0,5,5,0,284
23188,546,32,13.0,3,3,1,284
23187,546,57,1.0,8,8,0,284
23186,546,63,0.0,11,11,0,284
23185,546,37,0.0,13,13,0,284
23184,546,58,1.0,9,9,0,284
23213,547,68,0.0,16,16,0,285
23212,547,64,0.0,15,15,0,285
23211,547,66,0.0,14,14,0,285
23210,547,67,1.0,10,10,0,285
23209,547,1,12.0,4,4,0,285
23208,547,27,0.0,12,12,0,285
23207,547,25,7.0,7,7,0,285
23206,547,59,23.0,2,2,1,285
23205,547,34,8.0,5,5,0,285
23204,547,6,34.0,1,1,2,285
23203,547,56,8.0,6,6,0,285
23202,547,32,22.0,3,3,2,285
23201,547,57,1.0,8,8,0,285
23200,547,63,0.0,11,11,0,285
23199,547,37,0.0,13,13,0,285
23198,547,58,1.0,9,9,0,285
23229,548,68,0.0,16,16,0,286
23228,548,64,0.0,14,14,0,286
23227,548,66,0.0,15,15,0,286
23226,548,67,1.0,10,10,0,286
23225,548,1,15.0,4,4,0,286
23224,548,27,0.0,12,12,0,286
23223,548,25,7.0,7,7,0,286
23222,548,59,32.0,2,2,2,286
23221,548,34,8.0,5,5,0,286
23220,548,6,40.0,1,1,2,286
23219,548,56,8.0,6,6,0,286
23218,548,32,24.0,3,3,2,286
23217,548,57,1.0,9,9,0,286
23216,548,63,0.0,11,11,0,286
23215,548,37,0.0,13,13,0,286
23214,548,58,2.0,8,8,0,286
23245,549,66,0.0,16,16,0,287
23244,549,64,0.0,13,13,0,287
23243,549,68,0.0,15,15,0,287
23242,549,67,1.0,11,11,0,287
23241,549,1,15.0,4,4,0,287
23240,549,27,0.0,12,12,0,287
23239,549,25,11.0,5,5,0,287
23238,549,59,32.0,3,3,2,287
23237,549,34,9.0,6,6,0,287
23236,549,6,46.0,1,1,2,287
23235,549,56,8.0,7,7,0,287
23234,549,32,33.0,2,2,3,287
23233,549,57,1.0,10,10,0,287
23232,549,63,3.0,9,9,0,287
23231,549,37,0.0,14,14,0,287
23230,549,58,4.0,8,8,0,287
23261,550,66,0.0,16,16,0,288
23260,550,64,0.0,13,13,0,288
23259,550,68,0.0,15,15,0,288
23258,550,67,1.0,12,12,0,288
23257,550,1,21.0,4,4,0,288
23256,550,27,9.0,7,7,1,288
23255,550,25,14.0,5,5,0,288
23254,550,59,32.0,3,3,2,288
23253,550,34,11.0,6,6,0,288
23252,550,6,50.0,1,1,2,288
23251,550,56,8.0,8,8,0,288
23250,550,32,34.0,2,2,3,288
23249,550,57,1.0,11,11,0,288
23248,550,63,3.0,10,10,0,288
23247,550,37,0.0,14,14,0,288
23246,550,58,4.0,9,9,0,288
23277,551,66,0.0,16,16,0,289
23276,551,64,0.0,13,13,0,289
23275,551,68,0.0,15,15,0,289
23274,551,67,1.0,12,12,0,289
23273,551,1,25.0,4,4,0,289
23272,551,27,9.0,7,7,1,289
23271,551,25,14.0,6,6,0,289
23270,551,59,32.0,3,3,2,289
23269,551,34,17.0,5,5,0,289
23268,551,6,50.0,1,1,2,289
23267,551,56,8.0,8,8,0,289
23266,551,32,43.0,2,2,4,289
23265,551,57,1.0,11,11,0,289
23264,551,63,3.0,10,10,0,289
23263,551,37,0.0,14,14,0,289
23262,551,58,4.0,9,9,0,289
23295,552,69,0.0,18,18,0,290
23294,552,66,0.0,16,16,0,290
23293,552,4,0.0,17,17,0,290
23292,552,64,0.0,13,13,0,290
23291,552,68,0.0,15,15,0,290
23290,552,67,1.0,12,12,0,290
23289,552,1,34.0,3,3,1,290
23288,552,27,10.0,7,7,1,290
23287,552,25,14.0,6,6,0,290
23286,552,59,32.0,4,4,2,290
23285,552,34,19.0,5,5,0,290
23284,552,6,56.0,1,1,2,290
23283,552,56,8.0,8,8,0,290
23282,552,32,47.0,2,2,4,290
23281,552,57,1.0,11,11,0,290
23280,552,63,3.0,10,10,0,290
23279,552,37,0.0,14,14,0,290
23278,552,58,4.0,9,9,0,290
23313,553,69,0.0,18,18,0,291
23312,553,66,0.0,16,16,0,291
23311,553,4,0.0,17,17,0,291
23310,553,64,0.0,14,14,0,291
23309,553,68,0.0,15,15,0,291
23308,553,67,1.0,12,12,0,291
23307,553,1,34.0,4,4,1,291
23306,553,27,10.0,7,7,1,291
23305,553,25,14.0,6,6,0,291
23304,553,59,38.0,3,3,2,291
23303,553,34,23.0,5,5,0,291
23302,553,6,65.0,1,1,3,291
23301,553,56,8.0,8,8,0,291
23300,553,32,47.0,2,2,4,291
23299,553,57,2.0,11,11,0,291
23298,553,63,5.0,9,9,0,291
23297,553,37,0.0,13,13,0,291
23296,553,58,4.0,10,10,0,291
23331,554,69,0.0,18,18,0,292
23330,554,66,0.0,16,16,0,292
23329,554,4,0.0,17,17,0,292
23328,554,64,0.0,13,13,0,292
23327,554,68,0.0,15,15,0,292
23326,554,67,1.0,12,12,0,292
23325,554,1,35.0,4,4,1,292
23324,554,27,10.0,8,8,1,292
23323,554,25,16.0,6,6,0,292
23322,554,59,38.0,3,3,2,292
23321,554,34,27.0,5,5,0,292
23320,554,6,71.0,1,1,3,292
23319,554,56,8.0,9,9,0,292
23318,554,32,47.0,2,2,4,292
23317,554,57,2.0,11,11,0,292
23316,554,63,5.0,10,10,0,292
23315,554,37,0.0,14,14,0,292
23314,554,58,13.0,7,7,1,292
23349,555,69,0.0,18,18,0,293
23348,555,66,0.0,16,16,0,293
23347,555,4,0.0,17,17,0,293
23346,555,64,0.0,13,13,0,293
23345,555,68,0.0,15,15,0,293
23344,555,67,1.0,12,12,0,293
23343,555,1,35.0,4,4,1,293
23342,555,27,16.0,6,6,1,293
23341,555,25,16.0,7,7,0,293
23340,555,59,42.0,3,3,2,293
23339,555,34,27.0,5,5,0,293
23338,555,6,80.0,1,1,4,293
23337,555,56,11.0,9,9,0,293
23336,555,32,47.0,2,2,4,293
23335,555,57,4.0,11,11,0,293
23334,555,63,5.0,10,10,0,293
23333,555,37,0.0,14,14,0,293
23332,555,58,13.0,8,8,1,293
23369,556,71,0.0,19,19,0,294
23368,556,70,0.0,18,18,0,294
23367,556,69,0.0,20,20,0,294
23366,556,66,0.0,16,16,0,294
23365,556,4,0.0,17,17,0,294
23364,556,64,0.0,14,14,0,294
23363,556,68,0.0,15,15,0,294
23362,556,67,1.0,12,12,0,294
23361,556,1,38.0,4,4,1,294
23360,556,27,16.0,8,8,1,294
23359,556,25,17.0,7,7,0,294
23358,556,59,42.0,3,3,2,294
23357,556,34,27.0,5,5,0,294
23356,556,6,86.0,1,1,4,294
23355,556,56,11.0,9,9,0,294
23354,556,32,56.0,2,2,5,294
23353,556,57,6.0,10,10,0,294
23352,556,63,5.0,11,11,0,294
23351,556,37,0.0,13,13,0,294
23350,556,58,17.0,6,6,1,294
23389,557,71,0.0,19,19,0,295
23388,557,70,0.0,18,18,0,295
23387,557,69,0.0,20,20,0,295
23386,557,66,0.0,16,16,0,295
23385,557,4,0.0,17,17,0,295
23384,557,64,0.0,13,13,0,295
23383,557,68,0.0,15,15,0,295
23382,557,67,1.0,12,12,0,295
23381,557,1,47.0,3,3,2,295
23380,557,27,16.0,8,8,1,295
23379,557,25,17.0,7,7,0,295
23378,557,59,46.0,4,4,2,295
23377,557,34,27.0,5,5,0,295
23376,557,6,89.0,1,1,4,295
23375,557,56,11.0,9,9,0,295
23374,557,32,62.0,2,2,5,295
23373,557,57,8.0,10,10,0,295
23372,557,63,5.0,11,11,0,295
23371,557,37,0.0,14,14,0,295
23370,557,58,17.0,6,6,1,295
23409,558,71,0.0,19,19,0,296
23408,558,70,0.0,18,18,0,296
23407,558,69,0.0,20,20,0,296
23406,558,66,0.0,16,16,0,296
23405,558,4,0.0,17,17,0,296
23404,558,64,0.0,14,14,0,296
23403,558,68,0.0,15,15,0,296
23402,558,67,1.0,12,12,0,296
23401,558,1,51.0,4,4,2,296
23400,558,27,16.0,8,8,1,296
23399,558,25,23.0,6,6,0,296
23398,558,59,55.0,3,3,3,296
23397,558,34,27.0,5,5,0,296
23396,558,6,89.0,1,1,4,296
23395,558,56,11.0,9,9,0,296
23394,558,32,62.0,2,2,5,296
23393,558,57,10.0,10,10,0,296
23392,558,63,6.0,11,11,0,296
23391,558,37,0.0,13,13,0,296
23390,558,58,20.0,7,7,1,296
23430,559,72,0.0,15,15,0,297
23429,559,71,0.0,20,20,0,297
23428,559,70,0.0,19,19,0,297
23427,559,69,0.0,21,21,0,297
23426,559,66,0.0,17,17,0,297
23425,559,4,0.0,18,18,0,297
23424,559,64,0.0,14,14,0,297
23423,559,68,0.0,16,16,0,297
23422,559,67,1.0,12,12,0,297
23421,559,1,60.0,3,3,3,297
23420,559,27,18.0,8,8,1,297
23419,559,25,27.0,6,6,0,297
23418,559,59,55.0,4,4,3,297
23417,559,34,27.0,5,5,0,297
23416,559,6,95.0,1,1,4,297
23415,559,56,11.0,9,9,0,297
23414,559,32,62.0,2,2,5,297
23413,559,57,10.0,10,10,0,297
